timestamp, utilization.gpu [%], utilization.memory [%], power.draw [W], memory.used [MiB]
2026/02/15 15:14:14.735, 82 %, 2 %, 51.52 W, 647 MiB
2026/02/15 15:14:16.735, 78 %, 2 %, 51.34 W, 647 MiB
2026/02/15 15:14:18.735, 79 %, 2 %, 51.12 W, 647 MiB
2026/02/15 15:14:20.736, 79 %, 2 %, 51.11 W, 647 MiB
2026/02/15 15:14:22.736, 81 %, 2 %, 51.51 W, 647 MiB
2026/02/15 15:14:24.736, 81 %, 2 %, 51.53 W, 647 MiB
2026/02/15 15:14:26.736, 82 %, 2 %, 51.49 W, 647 MiB
2026/02/15 15:14:28.737, 79 %, 2 %, 51.63 W, 647 MiB
2026/02/15 15:14:30.737, 77 %, 2 %, 51.48 W, 647 MiB
2026/02/15 15:14:32.737, 77 %, 2 %, 51.57 W, 647 MiB
2026/02/15 15:14:34.737, 79 %, 2 %, 51.50 W, 647 MiB
2026/02/15 15:14:36.737, 78 %, 2 %, 51.49 W, 647 MiB
2026/02/15 15:14:38.738, 81 %, 2 %, 51.65 W, 647 MiB
2026/02/15 15:14:40.738, 85 %, 2 %, 51.72 W, 647 MiB
2026/02/15 15:14:42.738, 78 %, 2 %, 51.49 W, 647 MiB
2026/02/15 15:14:44.738, 80 %, 2 %, 51.70 W, 647 MiB
2026/02/15 15:14:46.738, 70 %, 2 %, 51.68 W, 647 MiB
2026/02/15 15:14:48.738, 77 %, 2 %, 51.78 W, 647 MiB
2026/02/15 15:14:50.739, 80 %, 2 %, 51.82 W, 647 MiB
2026/02/15 15:14:52.739, 69 %, 2 %, 51.62 W, 647 MiB
2026/02/15 15:14:54.739, 80 %, 2 %, 51.87 W, 647 MiB
2026/02/15 15:14:56.739, 75 %, 2 %, 51.67 W, 647 MiB
2026/02/15 15:14:58.739, 80 %, 2 %, 51.69 W, 647 MiB
2026/02/15 15:15:00.740, 83 %, 2 %, 51.60 W, 647 MiB
2026/02/15 15:15:02.740, 84 %, 2 %, 51.69 W, 647 MiB
2026/02/15 15:15:04.740, 75 %, 2 %, 51.50 W, 647 MiB
2026/02/15 15:15:06.740, 85 %, 2 %, 51.66 W, 647 MiB
2026/02/15 15:15:08.740, 81 %, 2 %, 51.56 W, 647 MiB
2026/02/15 15:15:10.740, 86 %, 2 %, 51.87 W, 647 MiB
2026/02/15 15:15:12.741, 80 %, 2 %, 51.77 W, 647 MiB
2026/02/15 15:15:14.741, 79 %, 2 %, 51.78 W, 647 MiB
2026/02/15 15:15:16.741, 78 %, 2 %, 51.52 W, 647 MiB
2026/02/15 15:15:18.741, 81 %, 2 %, 51.66 W, 647 MiB
2026/02/15 15:15:20.741, 75 %, 2 %, 51.41 W, 647 MiB
2026/02/15 15:15:22.742, 76 %, 2 %, 51.48 W, 647 MiB
2026/02/15 15:15:24.742, 84 %, 2 %, 51.41 W, 647 MiB
2026/02/15 15:15:26.742, 78 %, 2 %, 51.44 W, 647 MiB
2026/02/15 15:15:28.742, 82 %, 2 %, 51.65 W, 647 MiB
2026/02/15 15:15:30.742, 77 %, 2 %, 51.55 W, 647 MiB
2026/02/15 15:15:32.742, 75 %, 2 %, 51.74 W, 647 MiB
2026/02/15 15:15:34.743, 83 %, 2 %, 51.85 W, 647 MiB
2026/02/15 15:15:36.743, 80 %, 2 %, 51.63 W, 647 MiB
2026/02/15 15:15:38.743, 83 %, 2 %, 51.65 W, 647 MiB
2026/02/15 15:15:40.743, 78 %, 2 %, 51.66 W, 647 MiB
2026/02/15 15:15:42.743, 73 %, 2 %, 51.36 W, 647 MiB
2026/02/15 15:15:44.743, 81 %, 2 %, 51.51 W, 647 MiB
2026/02/15 15:15:46.744, 83 %, 2 %, 51.59 W, 647 MiB
2026/02/15 15:15:48.744, 76 %, 2 %, 51.54 W, 647 MiB
2026/02/15 15:15:50.744, 81 %, 2 %, 51.58 W, 647 MiB
2026/02/15 15:15:52.744, 74 %, 2 %, 51.44 W, 647 MiB
2026/02/15 15:15:54.744, 71 %, 2 %, 51.62 W, 647 MiB
2026/02/15 15:15:56.745, 82 %, 2 %, 51.61 W, 647 MiB
2026/02/15 15:15:58.745, 82 %, 2 %, 51.53 W, 647 MiB
2026/02/15 15:16:00.745, 75 %, 2 %, 51.49 W, 647 MiB
2026/02/15 15:16:02.745, 81 %, 2 %, 51.71 W, 647 MiB
2026/02/15 15:16:04.745, 79 %, 2 %, 51.66 W, 647 MiB
2026/02/15 15:16:06.746, 80 %, 2 %, 51.56 W, 647 MiB
2026/02/15 15:16:08.746, 82 %, 2 %, 51.59 W, 647 MiB
2026/02/15 15:16:10.746, 82 %, 2 %, 51.74 W, 647 MiB
2026/02/15 15:16:12.746, 82 %, 2 %, 51.68 W, 647 MiB
2026/02/15 15:16:14.746, 76 %, 2 %, 51.57 W, 647 MiB
2026/02/15 15:16:16.746, 84 %, 2 %, 51.87 W, 647 MiB
2026/02/15 15:16:18.747, 81 %, 2 %, 51.79 W, 647 MiB
2026/02/15 15:16:20.747, 80 %, 2 %, 51.49 W, 647 MiB
2026/02/15 15:16:22.747, 82 %, 2 %, 51.56 W, 647 MiB
2026/02/15 15:16:24.747, 83 %, 2 %, 51.58 W, 647 MiB
2026/02/15 15:16:26.747, 85 %, 2 %, 51.84 W, 647 MiB
2026/02/15 15:16:28.747, 72 %, 2 %, 51.52 W, 647 MiB
2026/02/15 15:16:30.748, 80 %, 2 %, 51.70 W, 647 MiB
2026/02/15 15:16:32.748, 83 %, 2 %, 51.77 W, 647 MiB
2026/02/15 15:16:34.748, 75 %, 2 %, 51.63 W, 647 MiB
2026/02/15 15:16:36.748, 70 %, 2 %, 51.67 W, 647 MiB
2026/02/15 15:16:38.748, 80 %, 2 %, 51.90 W, 647 MiB
2026/02/15 15:16:40.748, 80 %, 2 %, 51.62 W, 647 MiB
2026/02/15 15:16:42.749, 77 %, 2 %, 51.64 W, 647 MiB
2026/02/15 15:16:44.749, 78 %, 2 %, 51.73 W, 647 MiB
2026/02/15 15:16:46.749, 85 %, 2 %, 51.79 W, 647 MiB
2026/02/15 15:16:48.749, 79 %, 2 %, 51.60 W, 647 MiB
2026/02/15 15:16:50.749, 81 %, 2 %, 51.70 W, 647 MiB
2026/02/15 15:16:52.750, 85 %, 2 %, 51.67 W, 647 MiB
2026/02/15 15:16:54.750, 77 %, 2 %, 51.58 W, 647 MiB
2026/02/15 15:16:56.750, 77 %, 2 %, 51.57 W, 647 MiB
2026/02/15 15:16:58.750, 78 %, 2 %, 51.83 W, 647 MiB
2026/02/15 15:17:00.750, 79 %, 2 %, 51.86 W, 647 MiB
2026/02/15 15:17:02.751, 79 %, 2 %, 51.81 W, 647 MiB
2026/02/15 15:17:04.751, 80 %, 2 %, 51.93 W, 647 MiB
2026/02/15 15:17:06.751, 85 %, 2 %, 51.86 W, 647 MiB
2026/02/15 15:17:08.751, 77 %, 2 %, 51.84 W, 647 MiB
2026/02/15 15:17:10.751, 84 %, 2 %, 52.10 W, 647 MiB
2026/02/15 15:17:12.751, 79 %, 2 %, 51.67 W, 647 MiB
2026/02/15 15:17:14.752, 76 %, 2 %, 51.71 W, 647 MiB
2026/02/15 15:17:16.752, 67 %, 2 %, 51.68 W, 647 MiB
2026/02/15 15:17:18.752, 79 %, 2 %, 51.63 W, 647 MiB
2026/02/15 15:17:20.752, 83 %, 2 %, 51.69 W, 647 MiB
2026/02/15 15:17:22.752, 81 %, 2 %, 51.69 W, 647 MiB
2026/02/15 15:17:24.752, 75 %, 2 %, 51.69 W, 647 MiB
2026/02/15 15:17:26.753, 83 %, 2 %, 51.77 W, 647 MiB
2026/02/15 15:17:28.753, 80 %, 2 %, 51.72 W, 647 MiB
2026/02/15 15:17:30.753, 83 %, 2 %, 51.62 W, 647 MiB
2026/02/15 15:17:32.753, 81 %, 2 %, 51.68 W, 647 MiB
2026/02/15 15:17:34.753, 79 %, 2 %, 51.76 W, 647 MiB
2026/02/15 15:17:36.754, 76 %, 2 %, 51.63 W, 647 MiB
2026/02/15 15:17:38.754, 78 %, 2 %, 51.54 W, 647 MiB
2026/02/15 15:17:40.754, 84 %, 2 %, 51.67 W, 647 MiB
2026/02/15 15:17:42.754, 81 %, 2 %, 51.83 W, 647 MiB
2026/02/15 15:17:44.754, 80 %, 2 %, 51.64 W, 647 MiB
2026/02/15 15:17:46.754, 77 %, 2 %, 51.53 W, 647 MiB
2026/02/15 15:17:48.755, 81 %, 2 %, 51.46 W, 647 MiB
2026/02/15 15:17:50.755, 81 %, 2 %, 51.46 W, 647 MiB
2026/02/15 15:17:52.755, 79 %, 2 %, 51.60 W, 647 MiB
2026/02/15 15:17:54.755, 76 %, 2 %, 51.78 W, 647 MiB
2026/02/15 15:17:56.755, 80 %, 2 %, 51.60 W, 647 MiB
2026/02/15 15:17:58.756, 81 %, 2 %, 51.81 W, 647 MiB
2026/02/15 15:18:00.756, 85 %, 2 %, 51.82 W, 647 MiB
2026/02/15 15:18:02.756, 85 %, 2 %, 51.62 W, 647 MiB
2026/02/15 15:18:04.756, 70 %, 2 %, 51.80 W, 647 MiB
2026/02/15 15:18:06.756, 79 %, 2 %, 51.62 W, 647 MiB
2026/02/15 15:18:08.757, 78 %, 2 %, 51.62 W, 647 MiB
2026/02/15 15:18:10.757, 79 %, 2 %, 51.47 W, 647 MiB
2026/02/15 15:18:12.757, 77 %, 2 %, 51.76 W, 647 MiB
2026/02/15 15:18:14.757, 82 %, 2 %, 51.95 W, 647 MiB
2026/02/15 15:18:16.757, 81 %, 2 %, 51.75 W, 647 MiB
2026/02/15 15:18:18.758, 74 %, 2 %, 51.89 W, 643 MiB
2026/02/15 15:18:20.758, 82 %, 2 %, 51.85 W, 643 MiB
2026/02/15 15:18:22.758, 82 %, 2 %, 51.87 W, 643 MiB
2026/02/15 15:18:24.758, 77 %, 2 %, 51.62 W, 643 MiB
2026/02/15 15:18:26.758, 83 %, 2 %, 51.71 W, 643 MiB
2026/02/15 15:18:28.758, 75 %, 2 %, 51.69 W, 643 MiB
2026/02/15 15:18:30.759, 80 %, 2 %, 51.86 W, 643 MiB
2026/02/15 15:18:32.759, 75 %, 2 %, 51.71 W, 643 MiB
2026/02/15 15:18:34.759, 74 %, 2 %, 51.57 W, 643 MiB
2026/02/15 15:18:36.759, 82 %, 2 %, 51.81 W, 643 MiB
2026/02/15 15:18:38.759, 82 %, 2 %, 51.79 W, 643 MiB
2026/02/15 15:18:40.759, 81 %, 2 %, 51.84 W, 643 MiB
2026/02/15 15:18:42.760, 78 %, 2 %, 51.91 W, 657 MiB
2026/02/15 15:18:44.760, 79 %, 2 %, 51.78 W, 659 MiB
2026/02/15 15:18:46.760, 71 %, 2 %, 51.62 W, 660 MiB
2026/02/15 15:18:48.760, 63 %, 2 %, 51.45 W, 659 MiB
2026/02/15 15:18:50.760, 84 %, 1 %, 50.66 W, 660 MiB
2026/02/15 15:18:52.761, 76 %, 1 %, 50.05 W, 656 MiB
2026/02/15 15:18:54.761, 78 %, 2 %, 51.61 W, 660 MiB
2026/02/15 15:18:56.761, 82 %, 1 %, 50.28 W, 658 MiB
2026/02/15 15:18:58.761, 75 %, 2 %, 51.63 W, 661 MiB
2026/02/15 15:19:00.761, 61 %, 2 %, 51.60 W, 653 MiB
2026/02/15 15:19:02.761, 79 %, 2 %, 51.74 W, 646 MiB
2026/02/15 15:19:04.762, 81 %, 2 %, 51.53 W, 646 MiB
2026/02/15 15:19:06.762, 80 %, 2 %, 51.96 W, 646 MiB
2026/02/15 15:19:08.762, 78 %, 2 %, 51.80 W, 646 MiB
2026/02/15 15:19:10.762, 76 %, 2 %, 51.81 W, 646 MiB
2026/02/15 15:19:12.762, 86 %, 2 %, 51.98 W, 646 MiB
2026/02/15 15:19:14.762, 73 %, 2 %, 51.78 W, 646 MiB
2026/02/15 15:19:16.763, 87 %, 2 %, 51.98 W, 646 MiB
2026/02/15 15:19:18.763, 80 %, 2 %, 51.84 W, 646 MiB
2026/02/15 15:19:20.763, 69 %, 2 %, 51.82 W, 646 MiB
2026/02/15 15:19:22.763, 77 %, 2 %, 51.94 W, 646 MiB
2026/02/15 15:19:24.763, 80 %, 2 %, 51.84 W, 646 MiB
2026/02/15 15:19:26.764, 82 %, 2 %, 51.76 W, 646 MiB
2026/02/15 15:19:28.764, 82 %, 2 %, 51.91 W, 646 MiB
2026/02/15 15:19:30.764, 80 %, 2 %, 51.83 W, 646 MiB
2026/02/15 15:19:32.764, 76 %, 2 %, 51.65 W, 646 MiB
2026/02/15 15:19:34.764, 71 %, 2 %, 51.88 W, 646 MiB
2026/02/15 15:19:36.765, 79 %, 2 %, 51.81 W, 646 MiB
2026/02/15 15:19:38.765, 69 %, 2 %, 51.76 W, 646 MiB
2026/02/15 15:19:40.765, 77 %, 2 %, 51.95 W, 646 MiB
2026/02/15 15:19:42.765, 79 %, 2 %, 51.85 W, 646 MiB
2026/02/15 15:19:44.765, 70 %, 2 %, 51.79 W, 646 MiB
2026/02/15 15:19:46.765, 70 %, 2 %, 51.79 W, 646 MiB
2026/02/15 15:19:48.766, 78 %, 2 %, 51.65 W, 646 MiB
2026/02/15 15:19:50.766, 79 %, 2 %, 51.78 W, 646 MiB
2026/02/15 15:19:52.766, 74 %, 2 %, 51.72 W, 646 MiB
2026/02/15 15:19:54.766, 83 %, 2 %, 51.98 W, 646 MiB
2026/02/15 15:19:56.766, 72 %, 2 %, 51.70 W, 646 MiB
2026/02/15 15:19:58.767, 77 %, 2 %, 51.80 W, 646 MiB
2026/02/15 15:20:00.767, 86 %, 2 %, 51.93 W, 646 MiB
2026/02/15 15:20:02.767, 74 %, 2 %, 51.87 W, 646 MiB
2026/02/15 15:20:04.767, 76 %, 2 %, 51.72 W, 646 MiB
2026/02/15 15:20:06.767, 82 %, 2 %, 51.87 W, 646 MiB
2026/02/15 15:20:08.767, 78 %, 2 %, 51.73 W, 646 MiB
2026/02/15 15:20:10.768, 83 %, 2 %, 51.96 W, 646 MiB
2026/02/15 15:20:12.768, 80 %, 2 %, 51.90 W, 646 MiB
2026/02/15 15:20:14.768, 73 %, 2 %, 51.87 W, 646 MiB
2026/02/15 15:20:16.768, 76 %, 2 %, 51.70 W, 646 MiB
2026/02/15 15:20:18.768, 77 %, 2 %, 51.81 W, 646 MiB
2026/02/15 15:20:20.769, 82 %, 2 %, 52.08 W, 646 MiB
2026/02/15 15:20:22.769, 75 %, 2 %, 51.83 W, 646 MiB
2026/02/15 15:20:24.769, 76 %, 2 %, 51.85 W, 646 MiB
2026/02/15 15:20:26.769, 80 %, 2 %, 51.76 W, 646 MiB
2026/02/15 15:20:28.769, 79 %, 2 %, 51.82 W, 646 MiB
2026/02/15 15:20:30.769, 79 %, 2 %, 51.87 W, 646 MiB
2026/02/15 15:20:32.770, 79 %, 2 %, 52.04 W, 646 MiB
2026/02/15 15:20:34.770, 79 %, 2 %, 51.99 W, 646 MiB
2026/02/15 15:20:36.770, 78 %, 2 %, 51.93 W, 646 MiB
2026/02/15 15:20:38.770, 79 %, 2 %, 51.94 W, 646 MiB
2026/02/15 15:20:40.770, 75 %, 2 %, 51.83 W, 646 MiB
2026/02/15 15:20:42.771, 74 %, 2 %, 51.87 W, 646 MiB
2026/02/15 15:20:44.771, 79 %, 2 %, 52.10 W, 646 MiB
2026/02/15 15:20:46.771, 78 %, 2 %, 52.02 W, 646 MiB
2026/02/15 15:20:48.771, 81 %, 2 %, 52.19 W, 646 MiB
2026/02/15 15:20:50.771, 73 %, 2 %, 52.01 W, 646 MiB
2026/02/15 15:20:52.771, 81 %, 2 %, 52.21 W, 646 MiB
2026/02/15 15:20:54.772, 83 %, 2 %, 51.94 W, 646 MiB
2026/02/15 15:20:56.772, 82 %, 2 %, 51.93 W, 646 MiB
2026/02/15 15:20:58.772, 82 %, 2 %, 51.95 W, 646 MiB
2026/02/15 15:21:00.772, 79 %, 2 %, 51.77 W, 646 MiB
2026/02/15 15:21:02.772, 72 %, 2 %, 51.80 W, 646 MiB
2026/02/15 15:21:04.772, 68 %, 2 %, 51.84 W, 646 MiB
2026/02/15 15:21:06.773, 71 %, 2 %, 51.84 W, 646 MiB
2026/02/15 15:21:08.773, 80 %, 2 %, 51.86 W, 646 MiB
2026/02/15 15:21:10.773, 79 %, 2 %, 51.94 W, 646 MiB
2026/02/15 15:21:12.773, 79 %, 2 %, 51.98 W, 646 MiB
2026/02/15 15:21:14.773, 75 %, 2 %, 52.01 W, 646 MiB
2026/02/15 15:21:16.773, 81 %, 2 %, 52.18 W, 646 MiB
2026/02/15 15:21:18.774, 81 %, 2 %, 52.06 W, 646 MiB
2026/02/15 15:21:20.774, 79 %, 2 %, 51.85 W, 646 MiB
2026/02/15 15:21:22.774, 72 %, 2 %, 51.97 W, 646 MiB
2026/02/15 15:21:24.774, 79 %, 2 %, 51.90 W, 646 MiB
2026/02/15 15:21:26.774, 78 %, 2 %, 51.97 W, 646 MiB
2026/02/15 15:21:28.775, 71 %, 2 %, 51.93 W, 646 MiB
2026/02/15 15:21:30.775, 78 %, 2 %, 51.87 W, 646 MiB
2026/02/15 15:21:32.775, 82 %, 2 %, 51.82 W, 646 MiB
2026/02/15 15:21:34.775, 80 %, 2 %, 51.79 W, 646 MiB
2026/02/15 15:21:36.775, 82 %, 2 %, 51.89 W, 646 MiB
2026/02/15 15:21:38.775, 72 %, 2 %, 51.73 W, 646 MiB
2026/02/15 15:21:40.776, 80 %, 2 %, 51.83 W, 646 MiB
2026/02/15 15:21:42.776, 70 %, 2 %, 51.88 W, 646 MiB
2026/02/15 15:21:44.776, 75 %, 2 %, 51.84 W, 646 MiB
2026/02/15 15:21:46.776, 77 %, 2 %, 52.00 W, 646 MiB
2026/02/15 15:21:48.776, 83 %, 2 %, 51.94 W, 646 MiB
2026/02/15 15:21:50.777, 74 %, 2 %, 52.08 W, 646 MiB
2026/02/15 15:21:52.777, 81 %, 2 %, 51.86 W, 646 MiB
2026/02/15 15:21:54.777, 78 %, 2 %, 52.15 W, 646 MiB
2026/02/15 15:21:56.777, 79 %, 2 %, 52.07 W, 646 MiB
2026/02/15 15:21:58.777, 82 %, 2 %, 52.21 W, 646 MiB
2026/02/15 15:22:00.777, 82 %, 2 %, 52.15 W, 646 MiB
2026/02/15 15:22:02.778, 75 %, 2 %, 52.02 W, 646 MiB
2026/02/15 15:22:04.778, 80 %, 2 %, 52.22 W, 646 MiB
2026/02/15 15:22:06.778, 76 %, 2 %, 52.10 W, 646 MiB
2026/02/15 15:22:08.778, 78 %, 2 %, 51.98 W, 646 MiB
2026/02/15 15:22:10.778, 76 %, 2 %, 51.78 W, 646 MiB
2026/02/15 15:22:12.779, 81 %, 2 %, 51.87 W, 646 MiB
2026/02/15 15:22:14.779, 77 %, 2 %, 51.76 W, 646 MiB
2026/02/15 15:22:16.779, 78 %, 2 %, 52.03 W, 646 MiB
2026/02/15 15:22:18.779, 79 %, 2 %, 52.06 W, 646 MiB
2026/02/15 15:22:20.779, 70 %, 2 %, 51.72 W, 646 MiB
2026/02/15 15:22:22.779, 82 %, 2 %, 51.94 W, 646 MiB
2026/02/15 15:22:24.780, 76 %, 2 %, 51.83 W, 646 MiB
2026/02/15 15:22:26.780, 80 %, 2 %, 51.87 W, 646 MiB
2026/02/15 15:22:28.780, 82 %, 2 %, 51.83 W, 646 MiB
2026/02/15 15:22:30.780, 81 %, 2 %, 51.94 W, 646 MiB
2026/02/15 15:22:32.780, 81 %, 2 %, 52.04 W, 646 MiB
2026/02/15 15:22:34.781, 75 %, 2 %, 52.03 W, 646 MiB
2026/02/15 15:22:36.781, 77 %, 2 %, 51.95 W, 646 MiB
2026/02/15 15:22:38.781, 85 %, 2 %, 52.14 W, 646 MiB
2026/02/15 15:22:40.781, 77 %, 2 %, 52.05 W, 646 MiB
2026/02/15 15:22:42.781, 82 %, 2 %, 51.80 W, 646 MiB
2026/02/15 15:22:44.781, 74 %, 2 %, 51.66 W, 646 MiB
2026/02/15 15:22:46.782, 82 %, 2 %, 51.82 W, 646 MiB
2026/02/15 15:22:48.782, 74 %, 2 %, 51.97 W, 646 MiB
2026/02/15 15:22:50.782, 70 %, 2 %, 51.64 W, 646 MiB
2026/02/15 15:22:52.782, 78 %, 2 %, 51.80 W, 646 MiB
2026/02/15 15:22:54.782, 84 %, 2 %, 51.86 W, 646 MiB
2026/02/15 15:22:56.782, 78 %, 2 %, 51.97 W, 646 MiB
2026/02/15 15:22:58.783, 71 %, 2 %, 51.77 W, 646 MiB
2026/02/15 15:23:00.783, 75 %, 2 %, 51.83 W, 646 MiB
2026/02/15 15:23:02.783, 83 %, 2 %, 51.92 W, 646 MiB
2026/02/15 15:23:04.783, 84 %, 2 %, 52.00 W, 646 MiB
2026/02/15 15:23:06.783, 77 %, 2 %, 51.98 W, 646 MiB
2026/02/15 15:23:08.784, 83 %, 2 %, 51.86 W, 646 MiB
2026/02/15 15:23:10.784, 83 %, 2 %, 51.92 W, 646 MiB
2026/02/15 15:23:12.784, 75 %, 2 %, 51.82 W, 646 MiB
2026/02/15 15:23:14.784, 80 %, 2 %, 51.97 W, 646 MiB
2026/02/15 15:23:16.784, 79 %, 2 %, 51.92 W, 646 MiB
2026/02/15 15:23:18.784, 78 %, 2 %, 51.98 W, 643 MiB
2026/02/15 15:23:20.785, 85 %, 2 %, 52.10 W, 643 MiB
2026/02/15 15:23:22.785, 83 %, 2 %, 52.05 W, 643 MiB
2026/02/15 15:23:24.785, 78 %, 2 %, 51.88 W, 643 MiB
2026/02/15 15:23:26.785, 81 %, 2 %, 52.06 W, 643 MiB
2026/02/15 15:23:28.785, 83 %, 2 %, 52.19 W, 643 MiB
2026/02/15 15:23:30.786, 81 %, 2 %, 51.94 W, 643 MiB
2026/02/15 15:23:32.786, 81 %, 2 %, 52.06 W, 643 MiB
2026/02/15 15:23:34.786, 79 %, 2 %, 51.93 W, 643 MiB
2026/02/15 15:23:36.786, 83 %, 2 %, 51.97 W, 643 MiB
2026/02/15 15:23:38.786, 78 %, 2 %, 52.19 W, 643 MiB
2026/02/15 15:23:40.786, 83 %, 2 %, 52.07 W, 643 MiB
2026/02/15 15:23:42.787, 80 %, 2 %, 52.05 W, 643 MiB
2026/02/15 15:23:44.787, 83 %, 2 %, 52.24 W, 643 MiB
2026/02/15 15:23:46.787, 79 %, 2 %, 51.98 W, 643 MiB
2026/02/15 15:23:48.787, 86 %, 2 %, 52.08 W, 643 MiB
2026/02/15 15:23:50.787, 72 %, 2 %, 51.89 W, 643 MiB
2026/02/15 15:23:52.788, 79 %, 2 %, 52.18 W, 643 MiB
2026/02/15 15:23:54.788, 79 %, 2 %, 51.85 W, 643 MiB
2026/02/15 15:23:56.788, 72 %, 2 %, 51.88 W, 643 MiB
2026/02/15 15:23:58.788, 83 %, 2 %, 51.82 W, 643 MiB
2026/02/15 15:24:00.788, 82 %, 2 %, 51.85 W, 641 MiB
2026/02/15 15:24:02.788, 77 %, 2 %, 51.88 W, 641 MiB
2026/02/15 15:24:04.789, 82 %, 2 %, 51.89 W, 641 MiB
2026/02/15 15:24:06.789, 78 %, 2 %, 51.65 W, 641 MiB
2026/02/15 15:24:08.789, 78 %, 2 %, 51.78 W, 641 MiB
2026/02/15 15:24:10.789, 85 %, 2 %, 52.07 W, 641 MiB
2026/02/15 15:24:12.789, 78 %, 2 %, 52.03 W, 641 MiB
2026/02/15 15:24:14.790, 83 %, 2 %, 52.02 W, 641 MiB
2026/02/15 15:24:16.790, 86 %, 2 %, 52.17 W, 641 MiB
2026/02/15 15:24:18.790, 84 %, 2 %, 52.02 W, 641 MiB
2026/02/15 15:24:20.790, 75 %, 2 %, 51.92 W, 641 MiB
2026/02/15 15:24:22.790, 79 %, 2 %, 52.14 W, 641 MiB
2026/02/15 15:24:24.790, 82 %, 2 %, 52.10 W, 641 MiB
2026/02/15 15:24:26.791, 82 %, 2 %, 52.37 W, 641 MiB
2026/02/15 15:24:28.791, 75 %, 2 %, 51.92 W, 641 MiB
2026/02/15 15:24:30.791, 83 %, 2 %, 52.01 W, 641 MiB
2026/02/15 15:24:32.791, 79 %, 2 %, 52.09 W, 641 MiB
2026/02/15 15:24:34.791, 77 %, 2 %, 52.06 W, 641 MiB
2026/02/15 15:24:36.792, 82 %, 2 %, 52.00 W, 641 MiB
2026/02/15 15:24:38.792, 86 %, 2 %, 52.01 W, 641 MiB
2026/02/15 15:24:40.792, 84 %, 2 %, 52.00 W, 641 MiB
2026/02/15 15:24:42.792, 83 %, 2 %, 51.96 W, 641 MiB
2026/02/15 15:24:44.792, 83 %, 2 %, 51.90 W, 641 MiB
2026/02/15 15:24:46.792, 74 %, 2 %, 51.78 W, 641 MiB
2026/02/15 15:24:48.793, 74 %, 2 %, 51.88 W, 641 MiB
2026/02/15 15:24:50.793, 82 %, 2 %, 52.22 W, 641 MiB
2026/02/15 15:24:52.793, 78 %, 2 %, 52.02 W, 641 MiB
2026/02/15 15:24:54.793, 75 %, 2 %, 52.01 W, 641 MiB
2026/02/15 15:24:56.793, 74 %, 2 %, 52.19 W, 641 MiB
2026/02/15 15:24:58.794, 85 %, 2 %, 52.21 W, 641 MiB
2026/02/15 15:25:00.794, 76 %, 2 %, 51.94 W, 641 MiB
2026/02/15 15:25:02.794, 77 %, 2 %, 52.10 W, 641 MiB
2026/02/15 15:25:04.794, 81 %, 2 %, 52.14 W, 641 MiB
2026/02/15 15:25:06.794, 77 %, 2 %, 51.98 W, 641 MiB
2026/02/15 15:25:08.794, 82 %, 2 %, 52.10 W, 641 MiB
2026/02/15 15:25:10.795, 78 %, 2 %, 51.94 W, 641 MiB
2026/02/15 15:25:12.795, 77 %, 2 %, 51.79 W, 641 MiB
2026/02/15 15:25:14.795, 85 %, 2 %, 52.17 W, 641 MiB
2026/02/15 15:25:16.795, 85 %, 2 %, 52.31 W, 641 MiB
2026/02/15 15:25:18.795, 77 %, 2 %, 51.91 W, 641 MiB
2026/02/15 15:25:20.796, 78 %, 2 %, 52.14 W, 641 MiB
2026/02/15 15:25:22.796, 85 %, 2 %, 51.86 W, 641 MiB
2026/02/15 15:25:24.796, 78 %, 2 %, 52.11 W, 641 MiB
2026/02/15 15:25:26.796, 84 %, 2 %, 52.05 W, 641 MiB
2026/02/15 15:25:28.796, 79 %, 2 %, 52.02 W, 641 MiB
2026/02/15 15:25:30.796, 79 %, 2 %, 52.13 W, 641 MiB
2026/02/15 15:25:32.797, 78 %, 2 %, 51.85 W, 641 MiB
2026/02/15 15:25:34.797, 84 %, 2 %, 52.07 W, 641 MiB
2026/02/15 15:25:36.797, 87 %, 2 %, 52.10 W, 641 MiB
2026/02/15 15:25:38.797, 85 %, 2 %, 52.18 W, 641 MiB
2026/02/15 15:25:40.797, 83 %, 2 %, 52.33 W, 641 MiB
2026/02/15 15:25:42.798, 81 %, 2 %, 51.92 W, 641 MiB
2026/02/15 15:25:44.798, 77 %, 2 %, 52.06 W, 641 MiB
2026/02/15 15:25:46.798, 82 %, 2 %, 52.22 W, 641 MiB
2026/02/15 15:25:48.798, 83 %, 2 %, 51.97 W, 641 MiB
2026/02/15 15:25:50.798, 78 %, 2 %, 52.03 W, 641 MiB
2026/02/15 15:25:52.798, 82 %, 2 %, 52.13 W, 641 MiB
2026/02/15 15:25:54.799, 77 %, 2 %, 51.96 W, 641 MiB
2026/02/15 15:25:56.799, 81 %, 2 %, 51.96 W, 641 MiB
2026/02/15 15:25:58.799, 83 %, 2 %, 52.06 W, 641 MiB
2026/02/15 15:26:00.799, 79 %, 2 %, 52.02 W, 641 MiB
2026/02/15 15:26:02.799, 78 %, 2 %, 52.31 W, 641 MiB
2026/02/15 15:26:04.799, 80 %, 2 %, 52.25 W, 641 MiB
2026/02/15 15:26:06.800, 82 %, 2 %, 52.24 W, 641 MiB
